id,name,host_id,host name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,Booking_date,reviews_per_month,calculated_host_listings_count,availability_365
776257,Fantastic East Village Location ,4094151,Sean,Brooklyn,Williamsburg,40.71813,-73.9606,Entire home/apt,230,5,72,30/06/2019,0.91,1,325
777297,New York Family Friendly  bdr bath,3419446,Jennifer,Brooklyn,Williamsburg,40.71606,-73.95527,Entire home/apt,200,2,72,23/06/2019,0.95,1,52
777327,Cozy Room in Artistic Brownstone,4086839,Nataliya,Brooklyn,Flatbush,40.64047,-73.96388,Entire home/apt,150,5,52,28/05/2019,0.65,1,311
778381,Large One Bedroom in heart of North Williamsburg,3043126,Aziza,Brooklyn,Bedford-Stuyvesant,40.6953,-73.95832,Private room,75,1,28,01/06/2019,0.36,1,365
779561,Cozy Quiet Sunny  br Ditmas Park Close to Train,4110491,Daniel,Manhattan,West Village,40.73652,-74.00876,Entire home/apt,140,30,18,22/06/2019,0.29,1,182
779838,Gorgeous Brooklyn Getaway,4040811,Vance,Manhattan,Upper West Side,40.7982,-73.97173,Entire home/apt,200,2,8,02/06/2019,0.53,1,337
780205,Family Friendly Room   Bathroom on Central Park W,4092307,Eddie,Manhattan,Civic Center,40.71247,-73.99873,Entire home/apt,225,3,3,02/01/2017,0.07,2,189
780858,FULLY Furnished Studio   Manhattan,4118217,Peter,Brooklyn,Fort Greene,40.68798,-73.97442,Entire home/apt,145,7,4,03/11/2018,0.05,1,36
781486,rent whole apt  classy  bedroom upper west side,2723812,Libertad,Bronx,Port Morris,40.80461,-73.92276,Private room,60,3,86,12/12/2017,1.13,2,1
782554,Charming Fort Greene studio  dream location,1830890,Adela,Manhattan,West Village,40.73364,-74.00539,Entire home/apt,189,2,68,01/07/2019,0.92,1,63
783341,Cozy apartment steps to subway,4111640,Jennifer,Manhattan,Lower East Side,40.71502,-73.98192,Private room,69,7,48,21/06/2019,0.61,1,235
783964,Great West Village   bdr apartment ,2347382,Massi   Ray,Queens,Long Island City,40.74997,-73.9397,Private room,70,1,148,01/06/2019,1.9,2,303
784124,Private Bedroom LOWER EAST SIDE,3483450,Aswad,Brooklyn,Bedford-Stuyvesant,40.68176,-73.914,Entire home/apt,149,2,67,06/07/2019,0.88,3,329
784169,GREAT ROOM Fast   TIMES SQ  min NYC,4135221,Nathalie,Manhattan,West Village,40.73186,-74.00329,Private room,160,1,148,21/06/2019,1.83,1,295
784170,   Bed Apt in Utopic Williamsburg ,430188,Pam,Brooklyn,Williamsburg,40.70719,-73.95228,Private room,100,20,1,10/06/2014,0.02,6,214
785166,New Flat  Great Light   Unique Brooklyn Bungalow,2840710,Mark,Manhattan,Lower East Side,40.71818,-73.98206,Entire home/apt,220,25,1,17/10/2013,0.01,1,350
785508,Sunny  Gorgeous West Village Home,873273,Christian   Carla,Manhattan,Washington Heights,40.84448,-73.93978,Private room,85,2,211,02/07/2019,2.63,2,339
786053,Comfy Cool Convenient Downtown Manhattan,2478675,Gina,Brooklyn,Prospect-Lefferts Gardens,40.65545,-73.95781,Private room,45,1,168,01/06/2019,2.3,5,359
786685,Experience New York   A Locals Way,4147380,Lauren,Manhattan,Harlem,40.82294,-73.94999,Entire home/apt,225,1,50,14/06/2019,0.72,1,265
786843,Sunny Rm   Air Conditioner  Park Express Q train,3117671,Mariana,Brooklyn,Williamsburg,40.71222,-73.95827,Entire home/apt,145,3,121,02/07/2019,1.51,1,45
786955,Big Brnstn Grdn Apt   stops to Midtown,4148114,Dawn,Manhattan,West Village,40.73403,-74.00298,Entire home/apt,210,1,108,02/07/2019,1.35,1,305
788005,Xmas in NYC ,4153591,Rita,Brooklyn,Prospect Heights,40.67708,-73.96649,Entire home/apt,195,4,10,16/03/2019,0.13,1,95
788106,West Village   Gorgeous Studio Apt ,3106826,Carl,Manhattan,West Village,40.73761,-74.00043,Entire home/apt,140,2,34,31/08/2018,0.43,1,159
790767,Room With A View of Central Park,1212041,Michelle,Manhattan,East Village,40.72877,-73.98794,Entire home/apt,250,9,2,26/04/2019,0.2,2,126
791452,Love NYC   Luxury Apt Upper West ,2556784,Claudia,Bronx,Fieldston,40.88757,-73.90522,Entire home/apt,60,1,25,05/07/2019,0.67,1,311
792835,East Village  Modern Apartment   Astor Place,180416,Martin,Manhattan,Lower East Side,40.71703,-73.98612,Entire home/apt,159,2,260,27/06/2019,3.58,1,141
794156,Spacious Lower East Side Studio,58366,Linna,Manhattan,Upper West Side,40.77445,-73.98496,Entire home/apt,210,30,48,03/01/2019,0.6,1,36
794425,Lincoln Center  luxury condo,4185135,David,Brooklyn,Windsor Terrace,40.65954,-73.97805,Entire home/apt,199,265,20,27/07/2018,0.32,2,90
794535,Prospect Park Modern   Bedroom,4186145,Raquel,Manhattan,Chelsea,40.75351,-73.99762,Entire home/apt,225,7,3,26/09/2015,0.06,1,250
794567,Beautiful apartment nr Central Park,4103779,Rachel,Brooklyn,Prospect-Lefferts Gardens,40.65586,-73.95953,Private room,82,3,62,22/06/2019,0.8,1,247
795198,Bright Quiet Room in N  Manhattan,2333904,Stephanie,Manhattan,East Village,40.72381,-73.97896,Private room,75,26,58,07/06/2019,0.73,3,129
795680,Brooklyn Oasis   Master Bedroom ,4191209,Fran,Manhattan,Upper East Side,40.7666,-73.95903,Entire home/apt,105,14,7,06/01/2019,0.16,1,84
796370,Weekend NY getaway  Holiday stay ,61491,D,Manhattan,Upper East Side,40.77043,-73.9515,Entire home/apt,150,25,1,30/09/2017,0.05,2,207
796523,Cozy Apt in Bushwick  Brooklyn ,4195861,Doris,Brooklyn,Crown Heights,40.67759,-73.95432,Entire home/apt,150,4,13,02/01/2019,0.3,2,15
797972,Park Slope House  private room   block from metro,3882661,Ms,Manhattan,Gramercy,40.73493,-73.98655,Entire home/apt,130,3,26,28/06/2019,0.32,2,19
798429,Spacious   Bdrm in BEST location ,4204890,Martin,Manhattan,Harlem,40.82536,-73.94923,Entire home/apt,115,3,186,17/06/2019,2.32,1,237
799319,Hancock Town House Stuyvesant Mews,838848,Sarah,Brooklyn,Fort Greene,40.69075,-73.97192,Entire home/apt,128,5,154,13/05/2019,1.93,1,301
799484,Large one bed apt Upper East Side,1475015,Mike,Manhattan,Kips Bay,40.7449,-73.97656,Entire home/apt,116,30,5,11/03/2019,0.09,52,311
799945,Small Town in the Big Apple ,149929,Obed,Brooklyn,Fort Greene,40.68537,-73.97713,Private room,40,8,32,29/06/2019,0.4,5,284
800051,Amazing apartment near museum  gardens   park ,195932,Zoe,Brooklyn,Williamsburg,40.7176,-73.95234,Entire home/apt,200,10,6,30/04/2018,0.09,1,174
801626,Very Small Room  Old Historic Brooklyn Townhouse,22486,Lisel,Brooklyn,Park Slope,40.68015,-73.978,Private room,115,2,25,26/05/2019,0.36,6,89
802498,Bright   Beautiful  bdr apt in Prime Williamsburg,512878,Michelle,Manhattan,Harlem,40.82974,-73.94193,Private room,85,1,190,30/06/2019,3.7,2,178
803237,CBG HelpsHaiti   Suite,3642035,Arsenio,Brooklyn,Crown Heights,40.67504,-73.95273,Entire home/apt,250,4,6,02/01/2019,0.08,1,250
803778,Manhattan  SuperHost  Luxury Master Bedrm PRIVATE,4230317,Jenny,Manhattan,NoHo,40.72591,-73.99452,Entire home/apt,465,30,47,31/05/2019,0.67,1,277
804246,Duplex with two terraces and a view,4233030,Michael,Manhattan,Chinatown,40.71786,-73.99518,Private room,195,3,61,30/06/2019,0.77,1,134
804815,Large but cosy Bushwick apartment,4112902,Tiffany,Manhattan,Washington Heights,40.83329,-73.93834,Private room,36,1,33,18/06/2019,0.77,1,211
805218,Washington Heights homestay,4238591,Leah   Reed,Brooklyn,Greenpoint,40.73159,-73.95048,Private room,85,2,36,14/06/2019,0.45,1,278
806038,BOERUM HILL  Entire Home   Loft,4113132,Jacqueline   Tyas,Queens,Elmhurst,40.73698,-73.87763,Private room,45,3,89,28/06/2019,1.12,3,213
806040,Private Room in Converted Loft,4113132,Jacqueline   Tyas,Queens,Elmhurst,40.73842,-73.87609,Private room,45,3,125,23/06/2019,1.57,3,208
807535,Charming Astoria NYC Studio Sublet,4249297,Martina,Brooklyn,Williamsburg,40.70876,-73.94971,Private room,79,5,5,02/01/2019,0.21,2,198
808476,Spacious Private Bedroom Brooklyn   Williamsburg,3775799,Wendee,Manhattan,Harlem,40.83378,-73.94966,Private room,85,1,1,01/11/2013,0.01,1,365
808618,Apt in Heart of Williamsburg,4254417,Renee,Queens,Kew Gardens,40.70947,-73.82922,Private room,60,3,12,08/06/2019,0.31,1,351
808774,Great Space   Private Room,4255290,Julia,Brooklyn,Williamsburg,40.7119,-73.96031,Entire home/apt,160,30,19,26/04/2019,0.26,1,59
808851,Spacious   Sunny in Scenic Kw Gdns,1289936,Jhon,Manhattan,East Harlem,40.78728,-73.94579,Private room,95,4,150,23/06/2019,1.88,1,192
811238,Beautiful Apartment  Great Location,4266017,Connie   Michael,Manhattan,Harlem,40.80586,-73.94642,Entire home/apt,165,7,8,15/08/2016,0.1,1,234
811450,Warm and Beautiful Harlem Apartment,4267089,Jo,Brooklyn,Bedford-Stuyvesant,40.68194,-73.92757,Private room,79,4,1,02/01/2015,0.02,1,359
812057,Radiant Cobble Hill     bedroom,4065620,Debbie,Brooklyn,Bedford-Stuyvesant,40.68509,-73.93854,Entire home/apt,215,3,1,01/01/2013,0.01,2,300
812467,West Village  BR Gem   Great Price,574584,Jesse,Brooklyn,Kensington,40.63547,-73.97417,Private room,49,1,61,23/06/2019,0.95,1,100
812671,Private Townhouse Guest Suite,4271822,Angelina,Brooklyn,Park Slope,40.67138,-73.97772,Entire home/apt,190,3,76,13/06/2019,0.95,1,48
812938,DEBBIE S COZY RETREAT,4272748,Jason,Manhattan,Chelsea,40.74082,-73.99581,Entire home/apt,99,2,52,07/04/2018,0.65,1,30
813225,Vintage Chic Haven in Kensington  Brooklyn,149929,Obed,Brooklyn,Fort Greene,40.68871,-73.97181,Private room,68,8,37,02/07/2019,0.5,5,280
813554,CSS  Central Sunny Spacious    BR in Park Slope,4275254,Valeria,Brooklyn,Park Slope,40.67228,-73.97248,Entire home/apt,185,30,36,28/05/2019,0.58,1,358
813793,Shabby Chic Modern Chelsea Studio,4276374,Peter,Manhattan,Lower East Side,40.71988,-73.98639,Entire home/apt,225,4,92,24/06/2019,1.47,1,67
814327,Quirky  Exposed Brick Cozy Room Brooklyn Townhouse,4279005,Jefry,Manhattan,Upper East Side,40.77171,-73.95042,Private room,81,10,64,04/05/2019,0.93,1,311
815045,room in uper east side manhattan,4281957,Marina,Manhattan,West Village,40.73227,-74.00949,Entire home/apt,340,7,38,02/01/2018,0.54,1,302
815465,BIG STYLISH SUNNY EAST VILLAGE  BR,4284154,Jennifer,Manhattan,Harlem,40.80139,-73.95433,Entire home/apt,135,3,205,11/06/2019,3.19,2,184
816888,Central Park North Guest House,2805766,Tristan,Manhattan,Washington Heights,40.85604,-73.93469,Entire home/apt,100,30,13,28/11/2018,0.18,1,219
817113,Big apartment with top view    block from subway ,1141935,Ana,Brooklyn,Crown Heights,40.67309,-73.94799,Private room,109,1,73,23/06/2019,0.92,3,284
818084,Very Cool Entire Apartment   BUSHWICK,128256,Annie,Manhattan,Greenwich Village,40.72825,-74.00225,Entire home/apt,290,2,70,31/05/2019,0.92,1,339
818325,large spaciousbrownstone house,4298167,Shane,Manhattan,Kips Bay,40.7445,-73.97583,Entire home/apt,148,5,29,01/06/2019,0.37,1,188
818337,Gorgeous sunny prime SoHo  BR Apt ,4241953,Celeste,Queens,Flushing,40.75979,-73.81016,Private room,57,2,17,22/06/2019,0.21,4,308
818481,Pied Terre in Midtown Manhattan,4299040,Ale,Manhattan,Harlem,40.82258,-73.95418,Private room,60,2,67,28/06/2019,0.88,4,117
818518,Newly Reno Room with Private Bath ,4299040,Ale,Manhattan,Harlem,40.82238,-73.95534,Private room,60,2,48,23/06/2019,0.61,4,114
819206,Lovely studio upper east side  ,4306950,Christopher,Manhattan,East Harlem,40.79106,-73.95058,Shared room,45,2,107,24/06/2019,1.5,1,313
819228,MANHATTAN BEAUTIFUL PIANO ROOM,4299040,Ale,Manhattan,Harlem,40.82173,-73.95548,Private room,60,2,33,28/05/2019,0.46,4,211
819419,MANHATTAN BEAUTIFUL FIRESCAPE ROOM,4303726,Tanjila,Brooklyn,Clinton Hill,40.68443,-73.96337,Entire home/apt,125,3,124,27/05/2019,1.56,1,158
819893,Cute shared studio apartment,4299040,Ale,Manhattan,Harlem,40.82233,-73.95568,Private room,60,2,36,19/05/2019,0.54,4,133
819956,MANHATTAN CONVENIENT   CLOSET ROOM,9269794,Jerbean,Brooklyn,Bedford-Stuyvesant,40.68615,-73.93095,Private room,75,2,38,02/01/2019,0.51,1,365
820218,Entire Private  Spacious  BR in Ft  Greene,337159,Thomas,Manhattan,East Village,40.73131,-73.98609,Entire home/apt,121,2,6,05/09/2018,0.09,1,156
820710,MANHATTAN CONVENIENT NICE ROOM IN NYC,4310378,Autumn,Brooklyn,Clinton Hill,40.69413,-73.96389,Private room,89,2,89,01/01/2019,1.12,3,318
820953,  large bedroom w private bath,4105474,Amanda,Brooklyn,Greenpoint,40.72166,-73.94037,Entire home/apt,99,7,10,01/01/2019,0.13,1,81
822016,Charm Quiet in Hip Greenpt Brooklyn,61873,Seema,Brooklyn,Crown Heights,40.67231,-73.96032,Private room,90,2,24,03/07/2019,0.3,1,30
823520,Entire Apt Yours    Night Minimum ,4323625,Arthur,Manhattan,Chelsea,40.75284,-74.00138,Private room,179,2,251,03/07/2019,3.15,1,157
823618,Bright Loft One Stop from Soho,4324286,Ettice,Manhattan,Harlem,40.81024,-73.94154,Private room,80,4,41,20/06/2019,0.52,2,119
823631, BR w private bath in modern Prospect Heights apt,4324286,Ettice,Manhattan,Harlem,40.80997,-73.93992,Private room,65,5,29,18/05/2019,0.4,2,186
823880,ON HIGHLINE  Private room   bath,69685,Anja,Manhattan,Lower East Side,40.72125,-73.99272,Private room,69,1,322,04/07/2019,4.46,1,84
824163,Large sunny private room in Harlem,4317067,Kamollio,Brooklyn,Bushwick,40.69763,-73.93102,Private room,42,1,18,03/10/2016,0.35,1,60
825193,Clean Private Bedroom on Lower East Side Manhattan,4330726,Jon,Brooklyn,Park Slope,40.67507,-73.97792,Entire home/apt,155,5,22,09/05/2019,0.28,1,189
825486,Sunny Convienent Bushwick Room,4331441,Francesco,Manhattan,Upper East Side,40.76744,-73.96118,Entire home/apt,135,1,225,18/06/2019,2.83,1,19
825545,Central Williamsburg Fab Large Room,872805,Mike,Manhattan,Greenwich Village,40.73336,-73.99836,Private room,120,21,79,07/07/2019,1.04,2,34
826307,  BEDROOM APARTMENT IN UPPER EAST,4192794,Anna,Staten Island,Tompkinsville,40.63132,-74.08799,Private room,47,1,20,06/11/2016,0.26,1,323
826388,Clean cozy room central historic gay best area,359447,Adrian,Manhattan,Harlem,40.80394,-73.9506,Private room,69,4,18,25/04/2019,0.23,1,280
826603,Luxury  BD in Historic Carrol Gardens Brownstone,4079140,Kat,Brooklyn,Crown Heights,40.67828,-73.95646,Private room,100,2,37,10/11/2015,0.52,1,2
826685,Near Manhatten  NEW Empire Outlets  park ,94669,Keithan,Brooklyn,Bedford-Stuyvesant,40.68407,-73.93944,Private room,51,3,36,23/06/2019,3.04,2,32
826764,No Longer Available Brooklyn Brownstone,4336760,Marie,Manhattan,Chelsea,40.73588,-73.99224,Private room,65,180,2,02/06/2019,0.07,1,263
827719,Dreamy Private Room in  Super Cool Bedstuy Apt ,611137,Shahar,Brooklyn,Clinton Hill,40.68334,-73.96704,Private room,60,3,126,27/06/2019,3.59,2,120
828130,Sunny  Family Friendly   Bedroom,4210082,Monica,Brooklyn,Prospect-Lefferts Gardens,40.66229,-73.96296,Private room,70,1,84,08/10/2016,1.06,1,188
828553,Spacious Sunny Union Sq Room,3882661,Ms,Manhattan,Gramercy,40.7349,-73.98549,Entire home/apt,130,3,26,23/06/2019,0.41,2,23
828685,Experience Brooklyn like a True Brooklynite,1865527,Kayla,Brooklyn,Bedford-Stuyvesant,40.6938,-73.94698,Private room,70,1,37,10/06/2019,0.48,3,325
828796,Brooklyn Apt next to Prospect Park,4344588,Gabe And Jane,Brooklyn,Clinton Hill,40.68673,-73.96252,Entire home/apt,200,2,267,19/06/2019,3.37,1,266
829935,Cute Room in Artist Designers  Flat,4348003,Bob,Manhattan,Washington Heights,40.83783,-73.93832,Entire home/apt,130,5,47,12/06/2019,0.59,1,9
830840,Large  BR Apt in Brownstone,4350748,Anna,Brooklyn,Midwood,40.62908,-73.95965,Private room,68,7,1,12/12/2012,0.01,1,87
830949,Steps From Art  Shopping   Eats,4352069,Rebecca,Manhattan,East Village,40.72632,-73.97907,Private room,79,1,137,20/06/2019,1.98,2,298
833519,Seeking tenant for January  ,4112404,Vero,Manhattan,Washington Heights,40.85123,-73.93223,Private room,40,15,4,01/01/2019,0.05,3,353
834088,Spacious   BR Near the Water UES,4363775,O ,Brooklyn,Greenpoint,40.73184,-73.95802,Private room,55,11,11,31/08/2018,0.23,3,11
834190,NO PLACE LIKE YOUR NYC HOME  UPPER WEST SIDE  BDRM,2369681,Carol,Manhattan,Lower East Side,40.71921,-73.99116,Private room,99,2,540,06/07/2019,6.95,1,179
836578,Charming Private room in Greenpoint,1268505,Jh,Manhattan,Chelsea,40.74372,-74.00021,Entire home/apt,240,7,26,13/05/2019,0.37,1,330
836720,Manhattan Lux Loft Like Love Lots Look  ,4372934,Manuel Alberto,Queens,College Point,40.78417,-73.83875,Entire home/apt,400,2,47,11/06/2019,0.61,1,361
837282,Airy Sunny  bdrm  Steps to HighLine,4375496,Jared,Manhattan,Tribeca,40.71969,-74.00876,Entire home/apt,235,3,5,04/10/2015,0.08,1,177
837503,UES APT  NEAR CENTRAL PARK  MUSEUMS,265525,Casey,Brooklyn,Bedford-Stuyvesant,40.69165,-73.95456,Entire home/apt,96,5,224,21/06/2019,2.82,1,77
837958,Spacious Loft in heart of Tribeca,4378763,Antonio,Queens,Long Island City,40.7529,-73.92985,Private room,63,2,26,13/07/2014,0.33,3,249
838070,Ground Floor Studio With Backyard,240048,Katherine   Fran ois,Brooklyn,Sunset Park,40.66059,-73.99361,Entire home/apt,150,10,8,23/06/2018,0.17,2,176
840594,Midtown Lux Manhattan by  th Ave,4389865,Fiona,Manhattan,West Village,40.73126,-74.00502,Entire home/apt,400,7,7,13/10/2018,0.1,1,365
840667,Awesome  Unique EAST VILLAGE LOFT ,4390058,Jeffrey,Manhattan,Greenwich Village,40.73075,-73.99265,Entire home/apt,349,3,17,26/11/2016,0.21,1,356
840731,Charming  huge BR  nr Prospect Park,4390639,Joanna,Manhattan,East Village,40.73345,-73.98956,Entire home/apt,495,2,66,01/07/2019,0.93,1,334
840794,Huge beautiful one bed West Village,4390881,Todd,Brooklyn,Prospect Heights,40.6763,-73.96528,Entire home/apt,85,14,13,26/01/2019,0.17,1,22
841211,Historic East Village Townhouse,3665164,Joseph,Manhattan,Chelsea,40.7466,-73.99219,Private room,999,10,30,12/10/2016,0.4,1,365
841292,Big one bedroom located in Brooklyn,4393626,Aaron,Manhattan,Chelsea,40.74712,-73.99514,Private room,109,3,26,27/05/2019,0.36,2,18
841484,Spacious and Clean Brooklyn Flat,2682735,Andrew,Manhattan,Lower East Side,40.71892,-73.98627,Entire home/apt,175,3,50,30/06/2019,0.63,1,1
842167,Spacious Centrally Located Apt ,2257960,Melanie,Manhattan,Chinatown,40.71593,-73.99031,Entire home/apt,150,4,14,28/05/2019,0.31,1,18
842176,BIG room in fun loft   heart of NYC,3330412,Pierre    Amira,Brooklyn,Williamsburg,40.71541,-73.94464,Private room,80,4,80,18/10/2017,1.08,1,245
843003,Cozy Room in Williamsburg Loft Apt,864735,Jason,Queens,Astoria,40.75665,-73.92015,Entire home/apt,107,30,15,30/04/2019,0.19,8,268
843036,Charming Studio Near Central Park ,4401623,Roman,Manhattan,Washington Heights,40.84714,-73.94172,Entire home/apt,80,60,22,17/04/2019,0.28,1,226
843491,Great   bedroom  awesome location,4241953,Celeste,Queens,Flushing,40.76074,-73.80969,Private room,80,3,8,04/01/2019,0.17,4,342
843524,Beautiful apt uptown Manhattan,673406,Alex   Britta,Brooklyn,Bushwick,40.70234,-73.92424,Entire home/apt,800,1,34,01/07/2019,0.45,1,365
844319,Clean   bedroom with private bath  ,683027,Camille,Brooklyn,Flatbush,40.62961,-73.9572,Entire home/apt,130,1,219,13/06/2019,2.91,1,237
845517,XL  m   BR Victorian area sleeps  ,4414425,Ian,Brooklyn,Clinton Hill,40.69691,-73.96713,Private room,36,1,8,26/05/2019,0.1,1,83
846190,Perfect   SF W  Village   Bedroom,3159197,Lewis,Brooklyn,Prospect-Lefferts Gardens,40.66251,-73.95374,Entire home/apt,140,2,11,27/06/2019,0.18,1,35
846275,LOVELY LOFT    H DOORMAN   PERFECT,1732005,Ren,Manhattan,Lower East Side,40.72003,-73.98693,Entire home/apt,145,2,220,21/06/2019,2.97,1,268
846470,Modern condo close to Prospect park,430188,Pam,Brooklyn,Williamsburg,40.70694,-73.95307,Private room,75,18,5,11/05/2019,0.06,6,112
846799,Beatiful Studio in williamsburg,4421935,Maddy,Brooklyn,Bushwick,40.7077,-73.92212,Private room,69,30,51,24/05/2017,0.67,1,7
846854,New York City Dream Apartment,4422368,Dirk,Manhattan,Upper West Side,40.78689,-73.97314,Entire home/apt,300,30,93,08/06/2019,1.24,1,284
846871,Strawberry B B,3179895,Dee,Manhattan,Upper West Side,40.78429,-73.97815,Private room,131,2,220,23/06/2019,2.85,1,1
848087,Large Garden Duplex on Park block,3526444,Luca,Brooklyn,Bedford-Stuyvesant,40.68196,-73.95168,Entire home/apt,100,5,15,04/06/2019,0.25,1,94
848220,Great light filled  BR in Brooklyn,4425694,Gregory,Manhattan,Upper East Side,40.76714,-73.95922,Entire home/apt,160,1,187,24/05/2019,2.36,1,221
848707,Gorgeous  BR near Prospect Park,4241953,Celeste,Queens,Flushing,40.76,-73.81117,Private room,60,2,17,07/10/2018,0.22,4,314
848718, BR East Village Apt   Entire Apt ,4375988,Keturah,Brooklyn,Prospect-Lefferts Gardens,40.6593,-73.95686,Private room,75,3,46,06/06/2019,0.82,3,311
848722,LUXURY APT w PRIVATE GARDEN NYC UES,4241953,Celeste,Queens,Flushing,40.76014,-73.81146,Private room,45,2,39,07/06/2019,0.52,4,292
848853,Bright Room in Queens  Shared bath ,4432173,Stella,Manhattan,Harlem,40.80712,-73.95316,Private room,65,2,15,16/05/2018,0.2,1,361
849603,Upper Manhattan Harlem Classic,4435623,Ayana,Brooklyn,Crown Heights,40.67525,-73.9486,Entire home/apt,100,7,52,15/06/2019,0.67,1,56
850097,Your own large  BR apt in Manhattan,4438960,Taleah,Manhattan,West Village,40.73118,-74.0029,Entire home/apt,235,2,97,10/04/2019,1.47,1,40
850148,Spacious Crown Heights Apartment,2843998,Julie,Brooklyn,Williamsburg,40.7106,-73.96532,Private room,85,2,35,04/05/2019,0.55,2,365
850198,Convenient  Renovated   Bedroom,4439578,Zs,Manhattan,Upper East Side,40.77815,-73.95902,Entire home/apt,195,31,8,28/06/2013,0.1,1,273
850338,Beautiful  BD in the West Village,4440548,Thomas,Brooklyn,Williamsburg,40.71427,-73.94671,Entire home/apt,145,3,166,20/06/2019,2.15,2,151
850517,UES   br    blocks from the Met ,254846,Brendan,Brooklyn,Bushwick,40.68646,-73.91313,Entire home/apt,289,3,38,20/05/2019,0.51,4,354
850712,Authentic Luxury Designed Loft,4442608,Mario,Manhattan,Greenwich Village,40.73132,-73.99979,Entire home/apt,120,30,17,30/06/2019,0.27,1,231
850943,Sunny Loft in Brooklyn next to Bedford L,2843998,Julie,Brooklyn,Williamsburg,40.71171,-73.96694,Entire home/apt,149,5,26,22/04/2019,0.41,2,14
851130,  Bedroom Duplex    Baths and   LR,4444170,Tiziana,Manhattan,Washington Heights,40.84764,-73.93875,Shared room,100,1,31,08/10/2018,0.4,1,364
851772,Cute Studio Greenwich Village NYC,4445677,Ari,Manhattan,Upper East Side,40.7704,-73.95024,Entire home/apt,166,1,15,06/09/2014,0.19,1,188
851784,ARTIST TRENDY NYC LOFT,4446767,Ks   Eli,Manhattan,Washington Heights,40.85016,-73.93178,Entire home/apt,99,3,106,04/07/2019,1.43,1,331
852118,Nice Furnished Short Term in NY,3259274,Hannah,Brooklyn,Crown Heights,40.67434,-73.95728,Entire home/apt,150,2,37,19/05/2019,0.58,2,230
852632,CHIC   BEDROOM IN MANHATTAN  UES ,4451246,Raymond,Brooklyn,Gowanus,40.66893,-73.99404,Shared room,44,2,155,01/07/2019,2.11,1,325
852949,Designer s spacious Manhattan apt ,4453107,Sandi,Manhattan,Greenwich Village,40.72977,-74.00164,Entire home/apt,195,2,12,15/05/2019,0.18,1,90
854033,Gowanis Urban Oasis,4092307,Eddie,Manhattan,Civic Center,40.7123,-73.99946,Private room,100,4,8,21/04/2019,0.11,2,7
854253,INCREDIBLY LOCATED GREENWICH WEST VILLAGE APT ,4461145,Cristian,Brooklyn,Flatbush,40.6489,-73.96872,Entire home/apt,60,5,3,30/04/2019,0.06,1,189
854521,Immaculate brand new one bedroom ,4463092,Samuel,Manhattan,Harlem,40.80925,-73.95541,Private room,62,2,45,04/07/2019,0.64,2,310
855462,Great Lrg Apt next to Park Subway,4469832,Stefan,Manhattan,Lower East Side,40.72034,-73.98585,Private room,90,15,25,10/10/2018,0.46,1,35
855549,Room  Central Location  Priv  Entry,213020,Robert,Manhattan,Upper West Side,40.79279,-73.97131,Private room,88,1,100,05/07/2019,1.41,3,98
855919,Bedroom with Private Bath and Roof,4473860,Marina,Manhattan,Harlem,40.80845,-73.94435,Entire home/apt,125,1,64,01/07/2019,1.37,1,135
856304, BR in Charming Downtown Apt,524575,Alicia,Brooklyn,Flatbush,40.6483,-73.9644,Private room,74,1,8,19/10/2015,0.1,1,283
856918,Lovely Apt  in the heart of Harlem,4481005,Karen,Brooklyn,Park Slope,40.67422,-73.98097,Private room,62,2,11,29/10/2018,0.14,2,158
857810,YOUR OWN PLACE WITH VIEWS OF CENTRAL PARK,4487224,Tara,Brooklyn,Williamsburg,40.71373,-73.94958,Entire home/apt,249,3,31,27/09/2015,0.4,1,365
858223,Large Room in Garden Duplex  ,4431107,Ally,Manhattan,Chelsea,40.73818,-73.9977,Entire home/apt,200,2,82,08/06/2019,2.02,3,157
858695,PRIVATE LARGE MODERN CLEAN master bedroom,4494343,Douglas,Bronx,Mount Eden,40.84058,-73.91382,Private room,30,2,291,20/06/2019,3.69,1,208
859023,Heart of Williamsubrg   Bedroom,1536441,Erica,Brooklyn,Gowanus,40.66958,-73.98998,Entire home/apt,240,2,22,27/10/2018,0.29,1,280
859596,Entire flat west village,4500999,Aaron,Manhattan,East Harlem,40.79541,-73.94465,Private room,100,1,58,02/07/2019,0.83,2,316
860163,Very Large Private Room on quiet st,4504962,Judith,Manhattan,East Harlem,40.78844,-73.94951,Entire home/apt,125,2,71,02/07/2019,0.9,1,199
860401,Charming Artist s Home in Brooklyn,1603942,James,Brooklyn,Fort Greene,40.68681,-73.97675,Entire home/apt,149,29,86,01/09/2018,1.1,2,125
860827,Quiet room w    beds  light near subway  museums,4524130,Claire,Brooklyn,Clinton Hill,40.68707,-73.96571,Entire home/apt,170,1,315,22/06/2019,4.03,1,275
862890,Manhattan Studio Apartment    Adults  ,4224309,Rachel You Can Call Me Kaya  ,Manhattan,Washington Heights,40.85081,-73.93118,Private room,150,2,3,31/05/2019,0.15,1,365
864790,Lovely   Bed Garden Apt Fort Greene,4538664,Nicole,Manhattan,Upper West Side,40.77366,-73.98574,Private room,125,4,77,25/05/2019,0.99,1,326
